scorer,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila
labeled-data/p2/img114.png,1210.120849609375,382.22650146484375,1600.010009765625,371.3974304199219,1384.2860107421875,541.3468017578125,1541.75439453125,538.373291015625,1485.767578125,611.2861938476562,1293.4490966796875,627.4356689453125,1251.850830078125,635.1543579101562,,,1244.6063232421875,869.9198608398438,1402.8048095703125,866.5640869140625,790.9855346679688,403.7506408691406,373.5577697753906,581.8954467773438,850.9998168945312,637.595458984375,783.2648315429688,623.3024291992188,1030.9451904296875,858.9678955078125,827.7518310546875,852.59130859375
labeled-data/p2/img115.png,1215.1118770663682,379.5915753572417,1599.9442642375698,364.53291672880334,1389.1230434394333,538.5440831018685,1546.4023668920113,531.8513459336737,1492.8604695464528,607.1446390758653,1303.7906445449494,610.4910076599627,1258.6146686596344,602.1250861997191,1365.6984633507514,638.9351406247906,1282.0392487483164,849.7563614229272,1389.1230434394333,858.1222828831706,795.1426197621438,394.6502339856801,381.86609962611413,588.7396118633295,860.3968071520432,633.9155877486444,778.4107768416567,615.5105605361089,1031.061604941011,853.1027300070245,815.2208312667282,843.0636242547323
labeled-data/p2/img117.png,1216.562255859375,391.1199035644531,1603.6744384765625,374.6147766113281,1388.6644287109375,546.040771484375,1546.985107421875,547.7514038085938,1491.11181640625,615.3841552734375,1314.83837890625,622.6597900390625,1284.419677734375,621.78564453125,,,1390.95263671875,882.5037231445312,1393.2601318359375,879.8052368164062,799.8284301757812,401.1134948730469,401.40093994140625,597.1275024414062,849.8705444335938,639.4771728515625,762.3492431640625,635.4042358398438,1002.297119140625,860.373046875,791.3803100585938,850.5706787109375
labeled-data/p2/img123.png,1212.1207591316984,395.93553934542035,1595.6389474466455,383.67696711617555,1390.745668757838,562.3018767423152,1551.8583323421994,558.7994275339596,1495.8191450085087,628.8484117010731,,,1283.92096790299,681.3851498264085,,,1397.7505671745496,945.8200650572622,,,809.3391001707953,387.1794163245312,432.8258102725596,620.092288680184,805.8366509624395,613.0873902634726,,,912.6613518172878,853.0051610358367,723.5290945660811,789.9610752854344
labeled-data/p2/img130.png,1140.1153229205343,454.52612684670953,1547.6730489837405,433.82983607006236,1334.342051747531,604.1762293855431,1496.7283332258398,599.40016228324,1442.59957273307,669.4491464503535,1238.820709701467,683.7773477572632,1197.4281281481726,679.0012806549599,1240.4127320689013,707.6576832687792,1249.9648662735076,933.724859444464,,,781.9102902477941,386.0691650470303,425.29727994248856,737.9061082500327,750.0698428991061,604.1762293855431,,,796.2384915547037,846.163629235572,1031.857801934995,792.0348687428024
labeled-data/p2/img134.png,1115.8853778922312,446.25484052203535,1508.2162663275876,437.7994334436871,1293.4489265375435,598.4521679323028,1452.4105796104895,596.7610865166332,1393.222730062052,662.7132617277491,1188.6018787660257,679.6240758844456,1132.7961920489277,684.6973201314545,1179.4347934245357,700.5649051738877,1164.9267389466509,928.2130439878827,,,758.1664758213808,399.50084014619654,409.48210204350767,717.0748539201504,702.5124919634425,610.4953871872468,876.0975985145046,688.6677023932267,725.0739397067309,846.2179452928139,,
labeled-data/p2/img135.png,1102.4053955078125,451.6997985839844,1492.1075439453125,442.48828125,1281.96240234375,602.6517333984375,1438.0865478515625,602.0811767578125,1382.7354736328125,668.19873046875,1177.0009765625,684.9924926757812,1115.07861328125,694.0865478515625,1170.1268310546875,702.5562133789062,1139.01953125,934.8859252929688,,,753.1815795898438,410.9897766113281,399.9329528808594,721.678955078125,687.3094482421875,621.2537231445312,862.6319580078125,700.62646484375,704.7943725585938,853.1588745117188,,
labeled-data/p2/img141.png,1055.3414306640625,448.34185791015625,1436.525390625,432.9520263671875,1234.5130615234375,583.0203247070312,1386.2747802734375,578.02490234375,1334.64111328125,650.33056640625,1141.077880859375,678.2418823242188,1039.123291015625,690.5086669921875,,,1012.4788818359375,928.4603881835938,1379.1702880859375,895.3649291992188,709.9158325195312,433.4460754394531,407.3409423828125,658.393798828125,678.5077514648438,630.1754150390625,781.6493018893973,667.3199197310772,693.933349609375,823.6090087890625,694.5977783203125,822.7011108398438
labeled-data/p2/img143.png,1043.7038753715574,439.6630030513778,1413.8397109625998,423.11221365503036,1218.2394726421303,573.5739354400071,1365.6919599914074,566.0508493507582,1314.5349745845153,641.2817102432465,1132.4762912246936,672.8786718180916,1013.6115310145622,686.4202267787396,,,966.9683972612194,912.1128094562044,1328.076529545163,913.6174266740542,702.1557669196606,426.1214480907299,374.1492134284115,665.3555857288427,673.5680397805149,630.7493897182981,,,732.2481112766559,820.3311591673687,,
labeled-data/p2/img150.png,957.2086791992188,462.9438781738281,1328.9541988614294,450.3713931795862,1130.49755859375,589.5693969726562,1274.4542236328125,588.6024169921875,1224.96240234375,662.648681640625,1043.1695556640625,693.721923828125,1008.1019287109375,707.5823974609375,1100.5333680737683,700.118153874613,1009.8565063476562,945.851318359375,1144.0394287109375,911.64013671875,690.936279296875,433.0781555175781,359.5380554199219,704.1327514648438,689.0432739257812,705.8483276367188,650.37890625,688.21630859375,816.8602294921875,915.6236572265625,,
labeled-data/p2/img151.png,943.0594098065358,458.5104073475252,1313.9069730441959,445.02504141161035,1114.323557192655,581.227237364351,1259.9655093005363,579.8787007707595,1212.766728524834,654.0482134182917,1025.3201420156167,690.4587014452619,1007.7891662989273,699.8984576004023,1076.5645325720934,733.6118724401897,1056.336483668221,937.2408980725049,1119.227982027384,904.9738273778802,678.7462374626032,436.93382185006135,356.4459915942368,695.8528478196279,680.0947740561949,698.5499210068108,639.6386762484501,679.6704086965299,794.7203845114716,917.0128491686326,,
labeled-data/p2/img155.png,888.1336059570312,491.0285339355469,1251.147705078125,445.3597717285156,1064.7174072265625,597.6056518554688,1208.365966796875,586.7696533203125,1165.4954833984375,659.0284423828125,,,984.7984504216722,685.3426053976262,,,1160.9329816614634,895.5033242430252,1016.2794651559234,898.238555521815,596.0032348632812,467.2120666503906,347.9237365722656,672.5783081054688,595.7642822265625,708.724609375,559.135498046875,687.5220947265625,703.1763305664062,915.3697509765625,,
labeled-data/p2/img161.png,836.1041870117188,491.3084411621094,1190.891845703125,473.4180908203125,1000.3682250976562,608.6925659179688,1140.3779296875,607.1519775390625,1091.7108154296875,677.0855712890625,926.939697265625,701.2484130859375,884.2681274414062,743.841796875,931.62353515625,720.6279907226562,953.2890625,1019.8473510742188,,,562.658935546875,456.4743957519531,231.82180786132812,736.9826049804688,490.0852355957031,693.0191650390625,,,564.1676025390625,906.380859375,560.4576158163536,800.49622093907
labeled-data/p2/img162.png,817.0852097884782,491.85084570274057,1174.9022143601676,471.5380899846971,982.7122948740637,610.6023406697642,1124.9015849003683,607.4773013285267,1078.0259947818063,673.1031274945134,909.2738703549833,701.2284815656506,865.5233195776589,738.7289536605001,913.9614293668396,721.541237283694,926.4615867317893,1007.4823370069219,,,563.9570231482437,448.10029492541616,215.51513660026671,741.8539930017375,474.89340192297607,688.7283242007007,,,540.5192280889628,898.1059600636107,584.2697788662873,798.1047011440119
labeled-data/p2/img164.png,787.6329345703125,501.34149169921875,1143.33984375,486.58587646484375,952.7289428710938,621.46630859375,1091.4599609375,619.5087890625,1040.4581298828125,687.4346313476562,875.8958129882812,714.743896484375,831.4542236328125,745.09423828125,871.0772705078125,746.16748046875,877.4776611328125,1012.6005249023438,,,480.82611083984375,467.4513244628906,197.90921020507812,778.940185546875,446.0796203613281,691.988037109375,,,495.4364318847656,909.5772705078125,611.0602416992188,828.6969604492188
labeled-data/p2/img174.png,659.140625,555.8497314453125,1017.2935791015625,549.6815795898438,818.7108764648438,676.0108032226562,963.4508666992188,679.8809814453125,909.1438598632812,749.15625,709.1295776367188,749.797607421875,655.9742431640625,749.2969970703125,,,647.021728515625,991.53955078125,921.1484985351562,970.8336181640625,397.4845886230469,495.0646667480469,110.60377502441406,768.5752563476562,289.7867736816406,689.0490112304688,440.2579040527344,766.2732543945312,297.061279296875,900.9851684570312,,
labeled-data/p2/img176.png,640.1648537624675,554.511132449972,996.5531079688412,552.001356011899,795.7709929229969,677.4901779155517,940.0831381121975,683.7646190107344,886.1229446936269,750.2736946196703,681.576164990673,747.7639181815973,631.3806362292119,738.9797006483416,,,611.3024247246274,979.9182387033549,937.5733616741245,963.60469185588,379.14810420286983,494.2764979362188,99.30803135772422,752.7834710577433,268.7179409276554,676.2352896965152,,,258.67883517536313,890.8211751517614,,
labeled-data/p2/img178.png,624.0962791709712,558.2618420127909,974.6221451302042,564.4114186085669,770.4562021504405,684.9431198857768,916.8161251299096,694.7824424390185,862.6998510870808,761.1978696733994,670.8330612988691,753.8183777584682,613.0270412985744,730.4499866945193,,,578.5894123622288,977.6629658447151,910.6665485341337,961.6740666956975,359.66448555260257,501.6857373316516,96.46260725338908,746.438885843537,250.20202214778948,682.4832892474665,,,173.9472723601669,865.7406718015916,,
labeled-data/p2/img181.png,601.9266357421875,571.9107055664062,951.158203125,583.5042724609375,746.0676879882812,704.5210571289062,890.0078735351562,718.009765625,834.3668823242188,784.4397583007812,649.7965698242188,766.3399047851562,588.0946655273438,740.1280517578125,,,529.2939585914926,975.9250010719614,867.793212890625,964.1809692382812,329.4882507324219,517.71875,73.78929901123047,750.3121948242188,256.69232177734375,698.3643188476562,367.05175370756837,755.7988347396824,259.94122314453125,896.2453002929688,259.888671875,896.837646484375
labeled-data/p2/img182.png,595.8267822265625,574.0809326171875,945.7931518554688,585.3186645507812,739.2142944335938,708.4977416992188,884.4154663085938,722.0003662109375,827.9819946289062,789.0510864257812,645.6107177734375,767.4513549804688,581.9939575195312,742.431884765625,,,522.4465942382811,977.6960086581016,852.953369140625,962.9674072265625,325.0438232421875,518.9868774414062,64.20528411865234,754.189697265625,256.7696533203125,710.3052978515625,358.17539765513817,743.892428192199,302.3130798339844,904.7512817382812,,
labeled-data/p2/img188.png,576.3629594192381,576.617220721991,928.1187406976263,587.6864585943879,719.0331364412417,713.1378211482186,865.3930594207109,726.6668896589258,803.8972934629508,798.0019781699277,639.0886406961534,775.863502425134,567.7535521851516,810.3011313614797,,,,,780.5289023990018,950.5114777451729,288.56277473692046,510.2017934876101,38.88996494841416,794.312232212462,249.20548452395394,737.7361275313226,,,334.069641545663,952.9713083834833,393.10557686511277,895.1652883831887
labeled-data/p2/img195.png,582.4088134765625,578.997802734375,932.6402587890625,561.0238647460938,733.529541015625,700.5726928710938,880.4762573242188,700.6742553710938,832.177978515625,772.5611572265625,660.2329711914062,767.4371337890625,594.441650390625,788.4724731445312,,,655.2429809570312,989.695068359375,730.382080078125,955.0968627929688,288.5129699707031,525.713134765625,18.849746704101562,806.6019287109375,214.4210968017578,744.2052001953125,,,292.6944274902344,956.0315551757812,346.6003112792969,901.946533203125
labeled-data/p2/img198.png,581.1618091829004,590.466641648119,944.0270190944318,577.9540482028938,729.9226423650224,710.031423458049,881.4640518683057,714.2022879397907,832.8039662479854,783.7166959688197,661.798522496574,769.813814363014,588.1132499858032,796.229289414045,,,625.6510303214789,985.308479253004,717.4100489197972,946.3804107567477,289.2012954609784,505.65906385270364,16.70481598718459,803.1807302169478,212.73544662904646,733.6663221879188,,,283.64014281865605,946.3804107567477,333.690516599557,894.9397488152662
labeled-data/p2/img205.png,606.6516715900527,625.6921271546396,965.9174681348159,628.0952428505911,750.8386133471483,756.6619325840014,899.8317864961471,766.2743953678078,844.5601254892605,834.7631927024282,666.7295639888425,780.6930895435173,539.364432103408,811.933593590888,643.8999648773024,823.949172070646,589.8298617183915,981.3532501554754,707.5825308200197,946.5080725641773,284.63416833253916,497.12543742122944,34.710135953573456,807.1273621989849,224.55627593374936,721.8167549927034,,,276.2232633967086,948.9111882601289,,
labeled-data/p2/img217.png,619.7276000976562,660.8258056640625,994.05224609375,676.4520263671875,772.4493408203125,785.8404541015625,917.7257690429688,799.2428588867188,862.4798583984375,866.3377075195312,674.9156494140625,809.0426635742188,529.6736450195312,812.7559204101562,638.1621704101562,839.8643188476562,586.9922485351562,989.8434448242188,707.2886962890625,954.5595703125,338.0529479980469,504.3494873046875,52.70500183105469,834.8673095703125,232.57208251953125,730.7938232421875,,,276.2737121582031,955.9431762695312,,
labeled-data/p2/img224.png,550.0543028831016,698.5869827262798,930.5970682337901,698.5869827262798,699.1859271421552,729.4418015384977,847.0319339506997,738.4411236920612,794.3216184798273,807.8644660195517,642.6187593197556,789.8658217124246,534.6268934769926,811.721318371079,651.6180814733191,819.4350230741335,588.6228263983741,983.9940567392961,708.1852492957188,945.4255332240236,255.64790671652162,703.729452528316,,,,,,,271.0753161226306,940.2830634219872,,
labeled-data/p2/img256.png,470.1515232560159,416.6957263126303,779.7776521636226,450.3789035159683,571.2010548660296,566.9745169121381,712.4112977569466,582.5205986982942,651.5224774278356,634.3408713188142,,,479.2200709646068,713.366787065107,682.6146410001477,703.0027325410031,486.9931118576848,978.9456842452717,712.4112977569466,946.5580138574467,,,,,,,,,286.18955545317004,931.0119320712907,,
labeled-data/p2/img275.png,458.5232238769531,441.2408752441406,776.0911865234375,427.3860168457031,597.9695434570312,562.352294921875,728.9575805664062,550.6400146484375,690.0079345703125,618.6989135742188,,,480.4319763183594,721.0864868164062,682.9542236328125,736.65771484375,485.78326416015625,984.1053466796875,710.7373657226562,953.4540405273438,,,,,,,,,285.7185363769531,930.2480238902193,,
