scorer,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila
labeled-data/videoplayback/img092.png,1133.974797205427,275.7766095131168,1240.3795441017862,282.71604952809685,1167.5154239444967,345.1710096629164,1195.2731840044166,342.8578629912564,1153.6365439145368,416.87855648437585,1180.2377306386265,496.68211665664535,1040.2923570031976,581.1119701722348,1302.8345042366059,586.8948368513848,968.584810181738,697.925877091064,1418.491837819605,681.7338503894441,,,,,1158.2628372578567,813.5832106740633,,,1151.3233972428768,891.0736241746728,1113.1564771604872,832.0883840473432
labeled-data/videoplayback/img095.png,1202.0968989585463,213.06871408345705,1324.1205956784115,188.16591883450496,1241.9413713568697,241.70692861975192,1273.0698654180599,235.48122980751396,1233.2253930197367,279.06112149318005,1260.618467793584,409.8007965501786,1195.8712001463084,425.9876134619975,1340.3074125902306,494.4703003966157,1149.8010289357471,412.29107607507376,1431.2026152489057,514.3925365957774,,,,,1244.431650881765,712.3697588249465,1317.8948968661737,650.1127707025662,1214.5482965830224,769.6461878975363,1316.6497571037262,755.9496505106126
labeled-data/videoplayback/img099.png,1218.6167725225557,264.6140096896214,1334.2584767361518,239.83364450099373,1274.0775898494844,315.3547574568115,1303.5780245978508,308.2746531172037,1279.9776767991577,373.17560956360967,1288.2377985287003,486.4572789973364,1154.8958334660842,565.5184441229583,1440.4600418302707,545.4581484940692,1038.0741118625535,592.6588440914553,1549.0216417042589,613.899157110279,,,,,1249.2972246608567,871.1429481160337,1327.1783723965439,865.2428611663604,1226.8768942520983,900.6433828644001,1353.1387549751062,933.6838697825704
labeled-data/videoplayback/img101.png,1240.401153007434,299.9950988717027,1354.6987314523626,294.44667273359937,1283.67887688464,365.4665273013221,1306.9822666646742,359.9181011632188,1270.362654153192,427.6089000480796,1280.349821201778,534.1386818996638,1176.0394098054353,620.6941296540759,1474.544736035395,619.5844444264553,1053.9740347671616,675.0687058074886,1594.3907406184271,725.0045410504188,,,,,1267.03359847033,825.9858967638996,1316.96943371326,858.1667683648991,1245.9495791455372,891.4573251935191,1349.1503053142594,932.5156786154838
labeled-data/videoplayback/img111.png,1293.3075843459656,336.05637821020775,1430.1635526293803,334.800818868158,1341.0188393438534,421.4344134695857,1372.4078228950953,416.412176101387,1323.441008555158,520.6236014915102,1372.4078228950953,579.634890567845,1300.8409403982637,653.712891748776,1553.2083681502486,648.6906543805773,1294.5631436880153,781.7799446378431,1600.9196231481365,818.1911655572836,,,,,1302.0964997403134,901.0580821325623,1420.1190778929831,921.1470316053571,1283.2631096095683,947.5137777884004,1438.9524680237282,1011.5473042329338
labeled-data/videoplayback/img118.png,1262.7650965587281,370.8353198870859,1379.6727796939763,402.92762506146767,1279.9574029021471,463.6737741415475,1316.6343231014407,471.6968504351429,1249.0112514839934,589.7506873266187,1367.0650883754693,596.6276098639862,1281.103556658375,706.6583704618666,1491.9958478043125,700.9276016807271,1197.4343324537367,790.3275946665049,1471.36508019221,843.0506674529893,,,,,1322.3650918825801,902.650662776841,1432.3958524804607,943.9121980010462,1275.3727878772354,943.9121980010462,1426.6650836993208,1004.6583470811261
labeled-data/videoplayback/img136.png,1263.551856872874,266.3606959162146,1384.1793299260617,297.1088753219291,1276.5607020060609,340.8658998608305,1309.6741259814457,347.9616335698415,1239.8994111761706,409.4579923812704,1254.0908785941926,521.8071094406118,1211.5164763401262,577.3903568278649,1427.936354464963,606.9559139487442,1124.0024272623236,664.9044059056675,1490.615335561227,764.2446778318222,,,1346.335416811336,847.0282377702841,,,1281.2911911454016,828.1062812129214,,,1271.83021286672,932.1770422784166
labeled-data/videoplayback/img141.png,1117.4787232636766,309.3048369524604,1230.114378762075,268.56428070835887,1174.9948026671138,359.63140643046813,1201.356339060356,350.0453931965619,1192.968577480688,432.7247573390032,1267.2601800434616,530.9813929865422,1147.4350146196334,625.6432736713663,1349.9395441859028,599.2817372781242,1143.8402596569185,789.8037503020107,1400.2661136639106,701.1331278883779,1239.7003919959811,798.1915118816787,,,1231.6741299159225,864.9333475542809,1197.1175941656506,864.9333475542809,1256.8061559161201,914.150231804668,1175.1270714154775,930.9049158047998
labeled-data/videoplayback/img156.png,1219.3301138739303,270.9607840168354,1364.3185640367622,250.59050589478466,1272.0531866604147,320.0891018406048,1306.8024846333249,312.89959191517517,1285.2339548570358,382.39818786099545,,,,,1408.6538752435786,517.8006247899211,1236.1056370332662,518.9988764441594,1590.7881266877973,465.0775520034367,1143.8402596569185,767.0369688714834,1094.7119418331492,785.0107436850576,1142.6420080026803,829.346054891874,1234.907385379028,828.1478032376357,1095.9101934873875,889.258637603788,1281.6391998943209,898.8446508376942
labeled-data/videoplayback/img158.png,1372.6970092098186,391.8456727840919,1501.5455305690411,384.6874215974684,1437.1212698894296,472.97251956582454,1475.2986095514216,467.00731024363824,1470.5264420936728,557.6784919408689,1378.6622185320048,619.7166688916057,1296.342329885835,679.3687621134679,1487.229028195794,638.8053387226015,1338.0987951411385,871.4485022878644,1593.409754130709,727.0904366909576,1194.9337714086691,764.0747344885123,1094.7182547959405,821.3407439815,1161.5285992044262,832.0781207614352,1277.253660054839,853.5528743213056,1095.9112966603777,890.5371721188602,1277.253660054839,892.9232558477347
labeled-data/videoplayback/img174.png,1403.716097685187,294.0162399002378,1523.0202841289115,338.1587888844158,1413.260432600685,378.7222122752821,1444.2795210760532,389.4595890552174,1375.083092938693,456.26993346370307,1357.1874649721344,567.2228268563669,1371.5039673453812,644.7705480447878,1514.6689910778507,580.3462873651765,1540.91591209547,655.507924824723,1672.150517183567,688.9130970289658,1274.8675763259644,802.2520741505041,1162.7216410688634,817.7616183881883,1324.9753346323287,860.7111255079292,1278.4467019192762,849.9737487279939,1352.4152975143854,923.942344323103,1271.2884507326528,900.0815070343582
labeled-data/videoplayback/img176.png,1441.8986484394272,337.08051868929533,1581.0807878690046,399.0692026369222,1457.1034199737508,440.00512599856256,1491.0217564733957,452.8707019122211,1414.9978988017779,532.4033530148366,1392.7755404054587,613.1056019277848,1391.6059425951262,668.0766990134163,1553.0104404210224,629.479971272441,1545.992853559027,790.8844690983375,1675.8182105059439,754.6269369780274,1307.3949002511802,827.1420012186475,1196.2831082695848,838.8379793219733,1376.4011710608024,887.9610873559418,1284.0029440445285,852.8731530459643,1413.8283009914453,959.3065537862294,1266.4589768895398,899.6570654592676
labeled-data/videoplayback/img178.png,1476.9856580117148,343.358471693238,1615.6572380407906,394.3232404218727,1494.76406570775,446.473236330243,1526.7651995606138,454.7698265883929,1450.9106600575296,553.1436825064552,1423.6504349236088,625.4425404703323,1402.3163456883663,675.2220820192313,1563.5072421324203,630.183449189275,1510.172019044314,843.5243415416994,1686.7708688249318,771.2254835778223,1335.9436236231677,842.3391143619638,1218.6061328293342,855.3766133390563,1401.1311185086306,909.8970636068981,1289.7197636134756,854.1913861593206,1408.2424815870447,967.9731954139469,1270.7561287377046,901.6004733487482
labeled-data/videoplayback/img183.png,1555.7900456225186,311.13123296300967,1687.7331821235564,368.5509312551279,1566.785306997605,417.41875958884566,1594.8843082894928,424.7489338389033,1522.8042614972592,512.7110248395951,1497.1486516220573,595.7863330069152,1466.6062589134838,684.97011971595,1615.6531353313228,622.66363859046,1569.228698414291,826.6868218837313,1769.5867945825335,727.729469507953,1355.431949454276,825.4651261753884,1247.922727120097,840.1254746755037,1368.8706022460483,904.8753472176796,1460.497780371769,875.5546502174491,1363.9838194126764,961.073349801455,1461.7194760801121,943.9696098846539
labeled-data/videoplayback/img184.png,1575.7786936171688,335.77338242821565,1714.567493916768,393.60204921971524,1587.3444269754687,432.925542637935,1623.1982003861986,444.4912759962349,1544.551213549759,526.6079828401644,1499.4448534523895,613.3509830274138,1474.0002400641295,697.7808365430033,1624.3547737220285,633.0127297365236,1619.7284803787084,818.0644634693224,1772.3961607082676,698.9374098788333,1360.6560531527903,827.3170501559623,1253.094732920601,837.7262101784322,1365.2823464961102,903.6508903207418,1453.1819200191896,890.928583626612,1354.87318647364,959.1664104405816,1477.4699600716194,952.2269704256015
labeled-data/videoplayback/img187.png,1609.3438298123576,373.79823154273106,1744.4961968308335,443.0780163169079,1612.7510323422352,474.8785732624316,1647.9587918176364,493.05032008844523,1557.1000576875686,565.7373073924995,1500.3133488562762,660.003244052445,1487.8202729133918,719.0614212369891,1621.8369057552418,683.8536617615878,1609.3438298123576,853.0780540788392,1727.460184181446,805.3772186605536,1356.0751084247931,871.2498009048528,1270.8950451778546,876.9284717879821,1454.8839817912421,917.8149021465126,1356.0751084247931,915.5434337932609,1487.8202729133918,967.78720591805,1336.767627422154,958.7013325050432
labeled-data/videoplayback/img205.png,,,,,,,,,1376.3095074141484,434.9189124116073,1417.7440858065947,522.7126751038279,1331.7018023475848,541.9758728931585,1535.8916989144893,661.4076991870083,1241.8068793307084,511.15475643022955,1538.4601252864,775.7026727370367,,,,,1390.775608901532,898.9871385887526,1463.9757605009881,918.2503363780831,1380.501903413889,946.5030264691014,1476.817892360542,977.3241429320304
labeled-data/videoplayback/img220.png,,,1365.7830776281517,318.7416939043627,,,1372.6542457986,393.23311067055226,1306.047627769473,450.4035017561446,1373.0976225088064,575.9698555407143,1356.673395368186,614.5064243224359,1520.1697882331891,640.3216442484891,1276.769143216117,684.5763069788658,1389.8643924159687,717.7673040266484,1569.3416357113856,839.4676265351843,1609.9084098808976,886.180881639471,1450.0999055767593,891.0980663872906,1553.3607852809716,921.8304710611633,1403.3866504724729,939.040617678532,1604.991225133078,994.358946091503
labeled-data/videoplayback/img235.png,1393.824831144811,314.529370458633,1474.3473423096234,305.72222079998164,1407.664637751263,382.47023925394353,1425.278937068566,379.9539107800431,1367.4033821688568,460.4764219448556,1460.5075357031712,564.9040536117218,1393.824831144811,631.586758170082,1647.97400700875,596.3581595354766,1315.8186484538987,704.5602839131934,1620.2943937958457,714.625597808795,1583.8076309242902,827.8603791343124,,,1489.4453131530258,910.8992187730253,1567.4514958439377,917.1900399577762,1454.2167145184203,961.225788251033,1605.1964229524438,995.1962226486883
labeled-data/videoplayback/img238.png,1412.683344184424,298.9472538490206,1496.6443166179201,289.06949238625634,1421.3263854643428,358.2138226256062,1441.0819083898714,354.5096620770696,1384.2847799789768,436.0011941448747,1452.1943900354809,554.5343316980458,1406.5097432701964,607.6272995604037,1639.8718578280018,581.6981757206476,1348.4778946764563,708.8743545537374,1609.0038532568637,710.1090747365829,1585.5441697827985,840.9894141182093,1627.5246559995467,871.8574186893477,1484.297114789465,911.3684645404046,1565.7886468572701,923.71566636886,1454.6638304011722,965.696152585608,1600.360811976945,991.6252764253643
labeled-data/videoplayback/img241.png,1415.772809574033,298.19407167210045,1500.579045516698,290.59948337872754,1429.696221445217,356.4192485879598,1444.8853980319627,353.8877191568355,1385.3944564005412,426.0363079438787,1456.277280472022,536.1578381977868,1403.1151624184115,605.7748975537056,1637.2816347974112,576.6623090957759,1347.4215149336765,703.238780651992,1604.3717521927952,696.9099570741812,1587.9168108904869,839.9413699327054,1646.1419878063464,875.3827819684459,1490.4529277922006,905.7611351419378,1571.4618695881788,912.0899587197486,1452.4799863253356,962.720547342235,1605.6375169083572,994.364665231289
labeled-data/videoplayback/img260.png,,,,,,,1250.6583332598716,613.0733288336012,1172.2776959966905,736.8322297754662,,,,,,,1072.239251068683,760.5526857893236,1401.2316627391406,768.803279185448,1522.9279153319744,804.8996252934919,1569.3375031851738,857.4971581937846,1452.7978714649178,902.8754218724683,1546.648371345832,921.4392570137481,1461.0484648610422,965.7861965179163,1601.3085525951558,992.6006250553205
